GramBank ID	Hedvigs thematic order	Feature	Possible Values	Clarifying Comments	OLD DO NOT USE Draft of clarifying comments to outsiders (before Jeremy, Hannah and Hedvigs draft)	Feature patron	Suggested standardised comments	Suggested standardised comments in dropdown menu form	progress on new description	Feature question in French	Relevant unit(s)	Function	Formal means	Unnamed: 14	Dependencies	Legacy status	GramBank-status	Work in progress comment	Jeremy - Estimated action (keep identical as it is, keep copy but also add new better version, add hyper, add hypo, delete)	Hedvig - Estimated action (keep identical as it is, keep copy but also add new better version, add hyper, add hypo, delete)	Hedvig - Estimated action (add complement?)	Hedvig - Estimated action commentary	Wordhood issues	NTS or GramBank?	dependencies in the grambank features	Inspired by WALS	di garbo	have been dealt with during homework1 (Jeremy, Hanna, Hedvig)	Africa-spec	Complementing F1-F160	other complements	Very hard to deny	Prone to misunderstandings among researchers	Requires extensive data on the language	Design (just from Hedvigs memory)	"Relevant for Nick and ""Parabank"""	Last edited	Is there a typological survey that already covers this feature somehow?	Previous comments	Old comments	Hedvig's meta-comment (mostly to herself)	Harald's clarification and/or reformulation	Old feature number	Old feature	db_Object	db_Domain
GB043	Hedvigs_thematic_order0144	Can dual number be marked on the noun itself?	1: present;2:n;0: absent	This is meant to capture marking on a open set of nouns, not a restricted set. Marking on the entire NP or reduplication is not enough for (1) here. Nouns derived from adjectives or verbs are not relevant here.	This is meant to capture marking on a open set of nouns, not a restricted set. Marking on the entire NP or reduplication is not enough for (1) here. Nouns derived from adjectives or verbs are not relevant here.		Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound		in progress	Est-il possible de marquer le duel sur le nom lui-même?	noun	number	declension		(212:1 v 213:1 v 214:1 v 215:1 v 216:1) -> 43:1	Sahul	keepers			keep identical copy			y	NTS											Michael Dunn, Ger Reesink, Stephen Levinson, Ruth Singer et al.			Yes, Di Garbo's database: Type of number marking on nouns	number-marking on N does not count phrase-level clitic or reduplication	number-marking on N does not count phrase-level clitic or reduplication	For an open set of nouns, not a restricted set.		2.4.08	Can dual number be marked on the noun itself?	Can dual number be marked on the noun itself?	{'1': <DomainElement 'GB043-1'>, '0': <DomainElement 'GB043-0'>, '2': <DomainElement 'GB043-2'>, '?': <DomainElement 'GB043-?'>}
GB044	Hedvigs_thematic_order0146	Can plural number be marked on the noun itself?	1: present;3:y;2:n;0: absent	This is meant to capture marking on a open set of nouns, not a restricted set. Marking on the entire NP or reduplication is not enough for (1) here. Nouns derived from adjectives or verbs are not relevant here.	This is meant to capture marking on a open set of nouns, not a restricted set. Marking on the entire NP or reduplication is not enough for (1) here. Nouns derived from adjectives or verbs are not relevant here.		Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound		in progress	Est-il possible de marquer le pluriel sur le nom lui-même?	noun	number, nominal classification	declension		(217:1 v 218:1 v 219:1 v 220:1 v 221:1) -> 44:1	Sahul	keepers			keep identical copy			y	NTS											Michael Dunn, Ger Reesink, Stephen Levinson, Ruth Singer et al.			Yes, Di Garbo's database: Type of number marking on nouns	number-marking on N does not count phrase-level clitic or reduplication	number-marking on N does not count phrase-level clitic or reduplication	For an open set of nouns, not a restricted set.		2.4.09	Can plural number be marked on the noun itself?	Can plural number be marked on the noun itself?	{'1': <DomainElement 'GB044-1'>, '0': <DomainElement 'GB044-0'>, '3': <DomainElement 'GB044-3'>, '2': <DomainElement 'GB044-2'>, '?': <DomainElement 'GB044-?'>}
GB045		Is number marking prohibited on certain (types of) nouns?	3:n/a;2:?;1:y;0:n																																										Is number marking prohibited on certain (types of) nouns?	{'1': <DomainElement 'GB045-1'>, '0': <DomainElement 'GB045-0'>, '2': <DomainElement 'GB045-2'>, '?': <DomainElement 'GB045-?'>}
GB046	Hedvigs_thematic_order020	Are there associative plurals?	5:?;0: absent;4:no data;1: present;2:y;3:n	"Is there a marker on the noun that instead of marking additive plural ""several X"" marks that the reference contains entities associated with X, ""X and other people/things associated with X’."	"Is there a marker on the noun that instead of marking additive plural ""several X"" marks that the reference contains entities associated with X, ""X and other people/things associated with X’."		Not mentioned		in progress	Existe-t-il des pluriels associatifs?	noun, pronoun	number	declension		46	Sahul	keepers			keep identical copy				NTS								Yes			Michael Dunn, Ger Reesink, Stephen Levinson, Ruth Singer et al.			Yes, WALS-chapter 36	e.g. Mary-PL = Mary and her family	e.g. Mary-PL = Mary and her family		The associative marker may or may not to be the same as a/the general plural marker	2.4.11a	Are there associative plurals?	Are there associative plurals?	{'0': <DomainElement 'GB046-0'>, '3': <DomainElement 'GB046-3'>, '5': <DomainElement 'GB046-5'>, '?': <DomainElement 'GB046-?'>, '1': <DomainElement 'GB046-1'>, '2': <DomainElement 'GB046-2'>, '4': <DomainElement 'GB046-4'>}
GB047	Hedvigs_thematic_order0167	Is there a productive morphologically marked Action/state nominalization (arrive/arrival)?	4:?;1: present;3:y;2:n;0: absent	"Arrive -arriving would also serves as an example, or 'La concentracio´n de Sherlock Holmes duro´ cinco horas' - ‘Sherlock Holmes’ concentration lasted five hours’. Productive compounding with nouns is not sufficient for a ""yes ""in F47."	"Arrive -arriving would also serves as an example, or 'La concentracio´n de Sherlock Holmes duro´ cinco horas' - ‘Sherlock Holmes’ concentration lasted five hours’. Productive compounding with nouns is not sufficient for a ""yes ""in F47."		Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound, The marker is also a noun		in progress	Existe-t-il un processus de nominalisation productif permettant dériver un état d’une action (ou l’inverse), comme ‘arriver’ – ‘l’arrivée’?	noun, verb	derivation, nominal classification	affixation and cliticization, infixation, tone, alternation, reduplication		47	Sahul	keepers	discussion on wether we should add complementing that are not bound		keep identical copy			y	NTS											Michael Dunn, Ger Reesink, Stephen Levinson, Ruth Singer et al.		03/04/2014 00:00		if a language is pre categorial, include the morphological mechanisms to produce such 'nominalizations'	if a language is pre categorial, include the morphological mechanisms to produce such 'nominalizations'			2.4.12	Is there a productive morphologically marked Action/state nominalization (arrive-arrival)?	Is there a productive morphologically marked Action/state nominalization (arrive/arrival)?	{'0': <DomainElement 'GB047-0'>, '3': <DomainElement 'GB047-3'>, '?': <DomainElement 'GB047-?'>, '1': <DomainElement 'GB047-1'>, '2': <DomainElement 'GB047-2'>, '4': <DomainElement 'GB047-4'>}
GB048	Hedvigs_thematic_order0168	Is there a productive morphologically marked Agentive nominalization (sing-er)?	4:?;1: present;3:y;2:n;0: absent	"Productive compounding with words meaning “person” is not sufficient for a ""yes ""in F48."	"Productive compounding with words meaning “person” is not sufficient for a ""yes ""in F48."		Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound, The marker means 'person' or similar		in progress	Existe-t-il un processus de nominalisation productif permettant de dériver un agent d’une action (‘chanter’ - ‘chanteur’)?	noun, verb	derivation	affixation and cliticization, infixation, tone, alternation, reduplication		48	Sahul	keepers	discussion on wether we should add complementing that are not bound		keep identical copy			y	NTS								Yes			Michael Dunn, Ger Reesink, Stephen Levinson, Ruth Singer et al.		03/04/2014 00:00		if a language is pre categorial, include the morphological mechanisms to produce such 'nominalizations'				2.4.13	Is there a productive morphologically marked Agentive nominalization (sing-er)?	Is there a productive morphologically marked Agentive nominalization (sing-er)?	{'0': <DomainElement 'GB048-0'>, '3': <DomainElement 'GB048-3'>, '?': <DomainElement 'GB048-?'>, '1': <DomainElement 'GB048-1'>, '2': <DomainElement 'GB048-2'>, '4': <DomainElement 'GB048-4'>}
GB049	Hedvigs_thematic_order0169	Is there a productive morphologically marked Object nominalization (sing; song)?	4:?;1: present;3:y;2:n;0: absent	"Productive compounding with words meaning “thing” is not sufficient for a ""yes ""in F49."	"Productive compounding with words meaning “thing” is not sufficient for a ""yes ""in F49."		Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound, The marker means 'thing' or similar		in progress	Existe-t-il un processus de nominalisation productif permettant de dériver un objet d’une action (‘chanter’ - ‘chanson’)?	noun, verb	derivation	affixation and cliticization, infixation, tone, alternation, reduplication		49	Sahul	keepers	discussion on wether we should add complementing that are not bound		keep identical copy			y	NTS								Yes			Michael Dunn, Ger Reesink, Stephen Levinson, Ruth Singer et al.		03/04/2014 00:00		if a language is pre categorial, include the morphological mechanisms to produce such 'nominalizations'				2.4.14	Is there a productive morphologically marked Object nominalization (sing; song)?	Is there a productive morphologically marked Object nominalization (sing; song)?	{'0': <DomainElement 'GB049-0'>, '3': <DomainElement 'GB049-3'>, '?': <DomainElement 'GB049-?'>, '1': <DomainElement 'GB049-1'>, '2': <DomainElement 'GB049-2'>, '4': <DomainElement 'GB049-4'>}
GB050		Are there noun classes/genders?	2:?;0:y;1:n																																										Are there noun classes/genders?	{'1': <DomainElement 'GB050-1'>, '0': <DomainElement 'GB050-0'>, '2': <DomainElement 'GB050-2'>, '?': <DomainElement 'GB050-?'>}
GB051	Hedvigs_thematic_order0157	Is sex a relevant category in any noun class/gender system?	3:n/a;1: present;2:n;0: absent	Relevant category here does not have to mean that it's the absolute deciding factor when assigning a noun to a certain gender/NC, but that there is a clear preference for certain nouns to have a certain gender/NC.	Relevant category here does not have to mean that it's the absolute deciding factor when assigning a noun to a certain gender/NC, but that there is a clear preference for certain nouns to have a certain gender/NC.		Not mentioned, Nouns have semantic classification but the markers are not morphologically bound and are flexible, There is extensive classification but only to parts of the lexicon		in progress	Le sexe est-t-il une catégorie pertinente dans le système de genre/classe nominale?	noun	nominal classification	paradigm		50:0 -> 51:na	Sahul	keepers			keep identical copy				NTS											Michael Dunn, Ger Reesink, Stephen Levinson, Ruth Singer et al.			Yes, WALS-chapter 31			"NB: ""relevant category"""		2.5.02	Is sex a relevant category in the noun class/gender system?	Is sex a relevant category in any noun class/gender system?	{'1': <DomainElement 'GB051-1'>, '0': <DomainElement 'GB051-0'>, '2': <DomainElement 'GB051-2'>, '?': <DomainElement 'GB051-?'>}
GB052	Hedvigs_thematic_order0158	Is shape a relevant category in any noun class/gender system?	4:n/a;1: present;2:y;3:n;0: absent	Relevant category here does not have to mean that it's the absolute deciding factor when assigning a noun to a certain gender/NC, but that there is a clear preference for certain nouns to have a certain gender/NC.	Relevant category here does not have to mean that it's the absolute deciding factor when assigning a noun to a certain gender/NC, but that there is a clear preference for certain nouns to have a certain gender/NC.		Not mentioned, Nouns have semantic classification but the markers are not morphologically bound and are flexible, There is extensive classification but only to parts of the lexicon		in progress	La forme constitue-t-elle une catégorie pertinente dans le système de genre/classe nominale?	noun	nominal classification	paradigm		50:0 -> 52:na	Sahul	keepers			keep identical copy				NTS											Michael Dunn, Ger Reesink, Stephen Levinson, Ruth Singer et al.						"NB: ""relevant category"""		2.5.03	Is shape a relevant category in the noun class/gender system?	Is shape a relevant category in any noun class/gender system?	{'1': <DomainElement 'GB052-1'>, '0': <DomainElement 'GB052-0'>, '2': <DomainElement 'GB052-2'>, '3': <DomainElement 'GB052-3'>, '?': <DomainElement 'GB052-?'>}
