ID,Parameter_ID,Language_ID,Feature,Code_ID,Answer,Comment,Source,Possible_Values,Suggested_standardised_comments
153,GB173,abui1241-petle,Are noun class and number always marked by a portmanteau morpheme on the noun?,?,Not known,,,0:n,
154,GB174,abui1241-petle,Are noun class and number marked by a portmanteau morpheme on the noun in singular?,?,Not known,,,0:n,
155,GB175,abui1241-petle,Are noun class and number marked by a portmanteau morpheme on the noun in plural?,?,Not known,,,0:n,
156,GB176,abui1241-petle,Can agreement of gender/noun class and number be marked by a portmanteau morpheme on other items in the noun phrase?,?,Not known,,,0:n,
157,GB177,abui1241-petle,Can the verb carry a marker of animacy of argument; unrelated to any gender/noun class of the argument?,2,y,unclear to me: If this question is about animacy based differential object marking (marked on the verb); then the answer is yes. ,,3:n;1: present;0: absent;2:y;4:?,Not mentioned; Animacy is treated as a gender and therefore the question does not make sense; The marker is adjacent to the verb but not treated as morphologically bound
158,GB178,abui1241-petle,Are there several different singular genders/noun classes that can have the same plural gender/noun class?,?,Not known,,,0:n,
159,GB179,abui1241-petle,Are there genders/noun classes that cannot take number marking?,?,Not known,,,0:n,
160,GB181,abui1241-petle,Is number marking obligatory on certain (types of) nouns?,?,Not known,,,0:n;2:y;1:?,
161,GB182,abui1241-petle,Is number marking obligatory on animate nouns?,?,Not known,,,0:n;1:?,
162,GB183,abui1241-petle,Is number marking obligatory on human nouns?,?,Not known,,,0:n;1:?,
163,GB184,abui1241-petle,Can an attributive nominal modifier denoting a property concept agree with the number of the noun it modifies?,2,n,,,2:n;1: present;0: absent,Not mentioned; An additional marker dependent on the number of the noun is present but not called agreement
164,GB185,abui1241-petle,Can an adnominal demonstrative agree in number with the noun it modifies?,2,n,,,2:n;1: present;0: absent,Not mentioned; An additional marker dependent on the number of the noun is present but not called agreement
165,GB186,abui1241-petle,Can articles agree in number with the noun they modify?,2,n,,,2:n;1: present;0: absent,Not mentioned; An additional marker dependent on the number of the noun is present but not called agreement; It is not clear whether it is an article
166,GB187,abui1241-petle,Is there any productive diminutive marking on the noun (exclude marking by system of nominal classification only)?,2,n,,,2:n;1: present;0: absent,Not mentioned; The marker is adjacent to the noun but not treated as morphologically bound
167,GB188,abui1241-petle,Is there any productive augmentative marking on the noun (exclude marking by system of nominal classification only)?,2,n,,,2:n;1: present;0: absent,Not mentioned; The marker is adjacent to the noun but not treated as morphologically bound
168,GB191,abui1241-petle,Is there a morphologically marked middle voice construction?,0,n,,,0:n;1:?,
169,GB192,abui1241-petle,Are the noun's phonological properties relevant for any gender assignment?,?,Not known,,,2:n;1: present;0: absent,Not mentioned; There is gender and it is possible that phonology influences assignment
170,GB193,abui1241-petle,What is the order of noun and attributive nominal modifier denoting a property concept?,1,ANM - N,,needs-check,4:1;6:n att;0: they cannot be used attributively;2: N - ANM;5:2;3: both;1: ANM - N,Not mentioned; Certain adjectives take a different ordering; Adjectives can take either order
171,GB194,abui1241-petle,Are there indefinite or non-specific articles?,1,y,nu' : is considered indefinite and specific. Whereas a null marker is considered indefinite and non-specific,,0:n;1:y,
172,GB195,abui1241-petle,Can a noun receive more than one noun class marker at the same time?,?,Not known,,,0:n,
173,GB196,abui1241-petle,Is there a gender distinction in 2nd person pronouns?,2,n,,,2:n;1: present;0: absent,Not mentioned
174,GB197,abui1241-petle,Is there a gender distinction in 1st person pronouns?,2,n,,,2:n;1: present;0: absent,Not mentioned
175,GB198,abui1241-petle,Can a numeral used attributively agree with any gender/noun class of the noun it modifies?,?,Not known,,,2:n;1: present;3:y;0: absent,Not mentioned; An additional marker dependent on the gender of the noun is present but not called agreement
176,GB199,abui1241-petle,Can verbs agree with the gender/noun class of the nominal object?,?,Not known,,,0:n;1:y,
177,GB200,abui1241-petle,Can verbs agree in number with the nominal object?,0,y,,,1:n;0:y;2:?,
178,GB202,abui1241-petle,Is there a distinction between masculine and feminine in 2nd person pronouns?,0,n,,,0:n,
179,GB203,abui1241-petle,"What is the order of the collective universal quantifier (""all"") and the noun?",0,no UQ,There is no real universal quantifier; but instead the verb tafuda 'be.all',e.g. of tafuda: Kratochvil (2007: 204);needs-check,6:3;0: no UQ;5:2;4:0;3: both;2: N-UQ;1: UQ-N;7:?,Not mentioned; 'All' does not modify the noun e.g. it is an adverb
180,GB204,abui1241-petle,Is there a distinction between collective ('all') and distributive ('every') universal quantifiers?,2,y,The marker is kanakda 'be.every'. This at least shows that both forms are stative verbs.,,0: absent;6:no;5:n;1: present;4:no data;2:y;3:?,Not mentioned
181,GB205,abui1241-petle,Is number marking prohibited on inanimate nouns?,?,Not known,,,0:n;1:?,
182,GB206,abui1241-petle,Is number marking prohibited on mass nouns?,?,Not known,,,0:n;1:?,
183,GB207,abui1241-petle,Is number marking optional on certain (types of) nouns?,?,Not known,,,0:n;1:y;2:?,
184,GB208,abui1241-petle,Can singular number be marked by a prefix on the noun?,?,Not known,,,0:n,
185,GB209,abui1241-petle,Can singular number be marked by a suffix on the noun?,?,Not known,,,0:n,
186,GB210,abui1241-petle,Can singular number be marked by suppletion on the noun?,?,Not known,,,0:n,
187,GB211,abui1241-petle,Can singular number be marked by tone alone on the noun?,?,Not known,,,0:n,
188,GB212,abui1241-petle,Can dual number be marked by a prefix on the noun?,?,Not known,,,0:n,
189,GB213,abui1241-petle,Can dual number be marked by a suffix on the noun?,?,Not known,,,0:n,
190,GB214,abui1241-petle,Can dual number be marked by suppletion on the noun?,?,Not known,,,0:n,
191,GB215,abui1241-petle,Can dual number be marked by tone alone on the noun?,?,Not known,,,0:n,
192,GB216,abui1241-petle,Can dual number be marked by reduplication on the noun?,?,Not known,,,0:n,
193,GB217,abui1241-petle,Can plural number be marked by a prefix on the noun?,?,Not known,,,0:n,
194,GB218,abui1241-petle,Can plural number be marked by a suffix on the noun?,?,Not known,,,0:n;1:y,
195,GB219,abui1241-petle,Can plural number be marked by suppletion on the noun?,?,Not known,,,0:n,
196,GB220,abui1241-petle,Can plural number be marked by tone alone on the noun?,?,Not known,,,0:n,
197,GB221,abui1241-petle,Can plural number be marked by reduplication on the noun?,?,Not known,,,0:n;1:y,
198,GB222,abui1241-petle,Can trial number be marked by a prefix on the noun?,?,Not known,,,0:n,
199,GB223,abui1241-petle,Can trial number be marked by a suffix on the noun?,?,Not known,,,0:n,
200,GB224,abui1241-petle,Can trial number be marked by suppletion on the noun?,?,Not known,,,0:n,
201,GB225,abui1241-petle,Can trial number be marked by tone alone on the noun?,?,Not known,,,0:n,
202,GB226,abui1241-petle,Can trial number be marked by reduplication on the noun?,?,Not known,,,0:n,
203,GB227,abui1241-petle,Can paucal number be marked by a prefix on the noun?,?,Not known,,,0:n,
204,GB228,abui1241-petle,Can paucal number be marked by a suffix on the noun?,?,Not known,,,0:n,
205,GB229,abui1241-petle,Can paucal number be marked by suppletion on the noun?,?,Not known,,,0:n,
206,GB230,abui1241-petle,Can paucal number be marked by tone alone on the noun?,?,Not known,,,0:n,
207,GB231,abui1241-petle,Can paucal number be marked by reduplication on the noun?,?,Not known,,,0:n,
208,GB232,abui1241-petle,Can diminutive be marked by a prefix on the noun?,?,Not known,,,0:n,
209,GB234,abui1241-petle,Can diminutive be marked by a suffix on the noun?,?,Not known,,,0:n,
210,GB235,abui1241-petle,Can diminutive be marked by suppletion on the noun?,?,Not known,,,0:n,
211,GB236,abui1241-petle,Can diminutive be marked by tone on the noun?,?,Not known,,,0:n,
212,GB237,abui1241-petle,Can diminutive be marked by reduplication on the noun?,?,Not known,,,0:n,
213,GB238,abui1241-petle,Can diminutive be marked by noun class selection?,?,Not known,,,0:n,
214,GB239,abui1241-petle,Can augmentative be marked by a prefix on the noun?,?,Not known,,,0:n,
215,GB240,abui1241-petle,Can augmentative be marked by a suffix on the noun?,?,Not known,,,0:n,
216,GB241,abui1241-petle,Can augmentative be marked by suppletion on the noun?,?,Not known,,,0:n,
217,GB242,abui1241-petle,Can augmentative be marked by tone on the noun?,?,Not known,,,0:n,
218,GB243,abui1241-petle,Can augmentative be marked by reduplication on the noun?,?,Not known,,,0:n,
219,GB244,abui1241-petle,Can augmentative be marked by noun class selection?,?,Not known,,,0:n,
220,GB245,abui1241-petle,Can gender/noun class be marked by a prefix on the noun?,?,Not known,,,0:n,
221,GB246,abui1241-petle,Can gender/noun class be marked by a suffix on the noun?,?,Not known,,,0:n,
222,GB247,abui1241-petle,Can gender/noun class be marked by suppletion on the noun?,?,Not known,,,0:n,
223,GB248,abui1241-petle,Can gender/noun class be marked by tone on the noun only?,?,Not known,,,0:n,
224,GB249,abui1241-petle,Are there variations in marking strategies of core participants?,1,y,,,0:n;1:y,
225,GB250,abui1241-petle,Can predicative possession be formed with a habeo-verb?,2,y,,,3:n;1: present;0: absent;2:y;4:?,Not mentioned; The habeo verb is also an existential verb
226,GB251,abui1241-petle,Can predicative possession be formed by an intransitive construction with an locational/existential/copula predicate where the possessum is the subject?,0,y,,,1:n;0:y;2:?,
227,GB252,abui1241-petle,Can predicative possession be formed with a locative possessive?,2,y,seeng nu ne-i naha [money SPC 1SG.LOC-own NEG] '(That certain) money is not mine'                                                            ,(Kratochvil & Delpada 2015),3:n;1: present;0: absent;2:y;4:?,Not mentioned
228,GB253,abui1241-petle,Can predicative possession be formed with a dative possessive?,2,y,seeng no-pa naha 'money 1sg.REC-have NEG' 'I don't have any money',(Kratochvil & Delpada 2015),3:n;1: present;0: absent;2:y;4:?,Not mentioned
229,GB254,abui1241-petle,Can predicative possession be formed with a genitive possessive?,2,y,ha-ne ha-du dikang Tilaama [3.INAL-name 3.PAT- again Tilaama 'His name is also Tilaama',Kratochvil corpus,3:n;1: present;0: absent;2:y;4:?,Not mentioned
230,GB255,abui1241-petle,Can predicative possession be formed with a topic possessive?,2,n,,,2:n;1: present;0: absent;3:?,Not mentioned
231,GB256,abui1241-petle,Can predicative possession be formed with a conjunctional possessive?,2,n,,,2:n;1: present;0: absent;3:?,Not mentioned
232,GB257,abui1241-petle,Can polar interrogation be marked by intonation only?,2,y,,,3:n;1: present;0: absent;2:y;4:?,Not mentioned; The question particle carries tone but this might also be intonation
233,GB258,abui1241-petle,Is the polar interrogative intonation rising?,0,y,,,2:no data;0:y;1:?,
234,GB259,abui1241-petle,Is the polar interrogative intonation falling?,0,n,,,0:n;2:no data;3:y;1:?,
235,GB260,abui1241-petle,Can polar interrogation be marked by change in word order only?,2,n,,,2:n;1: present;0: absent,Not mentioned
236,GB261,abui1241-petle,Can polar interrogation be marked by a particle only?,1,y,,,0:n;1:y;2:?,
